SYMBOL	FC.Mouse A	FC.Mouse D	FC.Mouse B	FC.Mouse C	FC.Rat	FDR.Mouse A	FDR.Mouse D	FDR.Mouse B	FDR.Mouse C	FDR.Rat	DE.Mouse A	DE.Mouse D	DE.Mouse B	DE.Mouse C	DE.Rat
Lrrc23	-2.32	-1.98	-1.22	NA	-1.1	2.52e-5	0.0948	0.5454	NA	0.8811	-1	0	0	NA	0
Gm3776	-2.33	NA	NA	NA	-2.56	2.53e-5	NA	NA	NA	0.0903	-1	NA	NA	NA	0
Gsta1	-2.33	1.04	1.18	NA	-2.56	2.53e-5	0.9625	0.6907	NA	0.0903	-1	0	0	NA	0
Krt20	-3.05	1.13	-2.07	-2.15	-1.79	2.53e-5	0.9875	0.2538	NA	0.6754	-1	0	0	0	0
Csn1s1	-3.62	-9.27	-23.01	NA	-1.52	2.56e-5	0.0226	0.0129	NA	0.6707	-1	-1	-1	NA	0
Clec4f	-1.9	-1.3	-1.88	NA	-1.32	2.67e-5	0.1754	0.1171	NA	0.9788	0	0	0	NA	0
Adcy1	2.42	NA	NA	2.26	-1.84	2.67e-5	NA	NA	NA	0.5473	1	NA	NA	1	0
Mup20	-2.28	NA	NA	NA	-2.57	2.67e-5	NA	NA	NA	0.2545	-1	NA	NA	NA	0
Mup-ps19	-2.28	NA	NA	NA	NA	2.67e-5	NA	NA	NA	NA	-1	NA	NA	NA	NA
Actc1	-2.11	-1.43	-2.67	-3.34	-1.91	2.7e-5	0.1946	0.0368	NA	0.2071	-1	0	-1	0	0
Serpinb8	-2.56	NA	NA	-1.85	1.29	2.74e-5	NA	NA	NA	0.8477	-1	NA	NA	0	0
Ddx60	-2.6	NA	NA	NA	-2.11	2.74e-5	NA	NA	NA	0.2071	-1	NA	NA	NA	0
Serpinb5	-2.38	-1.09	-1.18	-4.75	1.07	2.74e-5	0.8238	0.8216	NA	0.9949	-1	0	0	-1	0
Gm2016	-2.29	-1.31	-1.21	NA	NA	2.74e-5	0.1754	0.6186	NA	NA	-1	0	0	NA	NA
Cck	-2.6	-1.95	-4.44	-8.35	-1.87	2.74e-5	0.0294	0.0236	NA	0.1407	-1	0	-1	-1	0
Ren1	-2.83	-1.12	-2.19	-1.59	-2.6	2.81e-5	0.5645	0.0431	NA	0.0762	-1	0	-1	0	0
Ren2	-2.83	-1.12	-2.19	NA	NA	2.81e-5	0.5645	0.0431	NA	NA	-1	0	-1	NA	NA
Scgb1a1	-5.08	-5.36	-4.79	-10.34	-1.03	2.81e-5	0.0714	0.0441	NA	0.9992	-1	0	-1	-1	0
Il12a	2.07	3.35	1.3	1.71	1.67	2.81e-5	0.0844	0.6377	NA	0.5748	1	0	0	0	0
Pla1a	2.44	NA	NA	1.84	1.09	2.81e-5	NA	NA	NA	0.9824	1	NA	NA	0	0
Aldh1a2	-3.07	-1.06	-1.02	-1.46	4.71	2.82e-5	0.8491	0.9712	NA	0.007	-1	0	0	0	1
Hbb-y	-3.36	-5.32	-3.44	-157.98	-15.64	2.91e-5	0.0615	0.0618	NA	6e-4	-1	0	0	-1	-1
Aldh1a1	-2.75	-1.91	-1.74	-2.9	1.87	2.91e-5	0.1766	0.1253	NA	0.9643	-1	0	0	0	0
Gm10436	-3.65	-1.38	-1.29	NA	NA	2.92e-5	0.4111	0.4218	NA	NA	-1	0	0	NA	NA
Bcl2l15	-2.94	NA	NA	NA	-1.29	2.92e-5	NA	NA	NA	0.9716	-1	NA	NA	NA	0
Calcr	-2.4	-1.32	-2.01	-1.71	-1.66	2.92e-5	0.2373	0.0693	NA	0.4722	-1	0	0	0	0
Nov	-4.06	-1.62	-2.44	-7.08	NA	2.93e-5	0.1981	0.0795	NA	NA	-1	0	0	-1	NA
Dppa1	-2.37	NA	NA	NA	1.03	2.96e-5	NA	NA	NA	0.9836	-1	NA	NA	NA	0
Arhgap30	2.76	NA	NA	NA	-1.4	3.01e-5	NA	NA	NA	0.8694	1	NA	NA	NA	0
Slc6a20a	-2.24	NA	NA	NA	-1.75	3.04e-5	NA	NA	NA	0.5518	-1	NA	NA	NA	0
Cacna2d2	-2.25	NA	NA	-1.01	-1.97	3.08e-5	NA	NA	NA	0.2071	-1	NA	NA	0	0
Naip2	2.2	NA	NA	NA	1.27	3.12e-5	NA	NA	NA	0.9752	1	NA	NA	NA	0
Irgm1	-2.61	-1.49	-1.64	NA	-3.14	3.19e-5	0.2818	0.2538	NA	0.0725	-1	0	0	NA	0
Defa23	-1.93	-3.42	-2.09	NA	-19.6	3.22e-5	0.0516	0.1083	NA	4e-4	0	0	0	NA	-1
Defa-rs7	-1.93	-3.42	-2.09	NA	NA	3.22e-5	0.0516	0.1083	NA	NA	0	0	0	NA	NA
Defa2	-1.93	-3.42	-1.75	NA	-19.6	3.22e-5	0.0516	0.0908	NA	4e-4	0	0	0	NA	-1
Defa14	-1.93	-2.74	-2.12	NA	NA	3.22e-5	0.2262	0.1453	NA	NA	0	0	0	NA	NA
Defa7	-1.93	-2.74	-2.12	NA	NA	3.22e-5	0.2262	0.1453	NA	NA	0	0	0	NA	NA
Defa16	-1.93	-2.74	-2.12	NA	NA	3.22e-5	0.2262	0.1453	NA	NA	0	0	0	NA	NA
Defa1	-1.93	-3.42	-2.09	NA	NA	3.22e-5	0.0516	0.1083	NA	NA	0	0	0	NA	NA
Enpep	-1.92	-1.69	-2.09	-11.55	-1.24	3.23e-5	0.0895	0.0744	NA	0.8782	0	0	0	-1	0
Orm1	-2.26	-3.8	-3.92	-3.5	-13.23	3.34e-5	0.0226	0.0373	NA	8.47e-5	-1	-1	-1	0	-1
Nr0b1	-2.37	-1.14	-1.21	-1.4	1.97	3.34e-5	0.7572	0.4935	NA	0.6698	-1	0	0	0	0
Ttc23	2.1	NA	NA	NA	-1.03	3.41e-5	NA	NA	NA	0.994	1	NA	NA	NA	0
Glul	-2.23	-1.27	-1.3	-3.07	-1.17	3.41e-5	0.1723	0.4925	NA	0.8487	-1	0	0	-1	0
Mir8114	-2.23	NA	NA	NA	NA	3.41e-5	NA	NA	NA	NA	-1	NA	NA	NA	NA
Ccl9	-2.53	-2.7	-2.82	-13.18	2.53	3.41e-5	0.4863	0.0799	NA	0.1645	-1	0	0	-1	0
Tmigd1	-2.15	NA	NA	NA	-3.85	3.41e-5	NA	NA	NA	0.0226	-1	NA	NA	NA	-1
5430419D17Rik	-1.96	NA	NA	-1.03	NA	3.5e-5	NA	NA	NA	NA	0	NA	NA	0	NA
Aqp3	-2.38	NA	NA	-1.51	-2	3.51e-5	NA	NA	NA	0.3225	-1	NA	NA	0	0
Slc26a9	-2.27	NA	NA	NA	-1.03	3.53e-5	NA	NA	NA	0.9049	-1	NA	NA	NA	0
Defa-rs1	-2.37	-3.42	-2.09	NA	NA	3.54e-5	0.0516	0.1083	NA	NA	-1	0	0	NA	NA
Atxn1	2.44	1.02	1.13	NA	-1.27	3.54e-5	0.9607	0.7673	NA	0.8909	1	0	0	NA	0
Il13	2.39	1.41	1.93	2.23	-1.12	3.54e-5	0.2252	0.2353	NA	0.9949	1	0	0	0	0
Gm14851	-2	-3.42	-2.09	NA	NA	3.62e-5	0.0516	0.1083	NA	NA	0	0	0	NA	NA
Il4	2.16	3.53	1.98	6.58	-1.36	3.62e-5	0.0307	0.2106	NA	0.9813	1	1	0	1	0
Gsdma2	-2.34	NA	NA	NA	-1.64	3.74e-5	NA	NA	NA	0.7599	-1	NA	NA	NA	0
Neu2	2.46	NA	NA	1.81	1.33	3.76e-5	NA	NA	NA	0.8694	1	NA	NA	1	0
Rnase1	-3.04	-1.27	-2.35	-9.44	-1.52	3.76e-5	0.3338	0.039	NA	0.3713	-1	0	-1	-1	0
Cacng8	2.03	NA	NA	4.25	-1.18	3.81e-5	NA	NA	NA	0.9739	1	NA	NA	1	0
BC052040	1.88	NA	NA	NA	NA	3.81e-5	NA	NA	NA	NA	0	NA	NA	NA	NA
Scd1	-1.94	-2.2	-1.76	-1.66	NA	3.91e-5	0.0226	0.0827	NA	NA	0	-1	0	-1	NA
D730001G18Rik	-2.19	NA	NA	-1.83	NA	4.01e-5	NA	NA	NA	NA	-1	NA	NA	0	NA
Ccdc38	2.13	NA	NA	NA	3.8	4.03e-5	NA	NA	NA	0.0091	1	NA	NA	NA	1
C87977	-5.89	NA	NA	NA	NA	4.03e-5	NA	NA	NA	NA	-1	NA	NA	NA	NA
Sparc	-2.77	-1.27	-1.59	-3.39	-1.26	4.07e-5	0.1647	0.2095	NA	0.7143	-1	0	0	-1	0
Lcn11	-2.71	NA	NA	-3.08	NA	4.08e-5	NA	NA	NA	NA	-1	NA	NA	0	NA
Cyp11a1	-4.41	-1.41	-1.97	-1.49	-3.7	4.08e-5	0.0688	0.0543	NA	0.0129	-1	0	0	-1	-1
Itih4	-2.63	-1.36	-1.39	-2.55	1.41	4.12e-5	0.421	0.4327	NA	0.8247	-1	0	0	0	0
Ifih1	-2.05	-2.31	-1.9	-2.38	-2.21	4.12e-5	0.0297	0.3023	NA	0.381	-1	-1	0	-1	0
Reg3g	-2.21	-3.46	-3.88	-3.13	-1.32	4.18e-5	0.0638	0.0258	NA	0.8268	-1	0	-1	0	0
Aldh3a1	-2.08	-1.39	-1.82	-4.94	1.06	4.27e-5	0.2831	0.0833	NA	0.9747	-1	0	0	0	0
Upk1b	-2.05	NA	NA	-1.22	1.19	4.39e-5	NA	NA	NA	0.9576	-1	NA	NA	0	0
Lrrc28	2.53	NA	NA	-1.01	-1.2	4.4e-5	NA	NA	NA	0.9747	1	NA	NA	0	0
Parp12	-1.82	NA	NA	NA	-2.36	4.44e-5	NA	NA	NA	0.0399	0	NA	NA	NA	-1
Il24	-2.76	NA	NA	-1.28	-1.83	4.45e-5	NA	NA	NA	0.9576	-1	NA	NA	0	0
Muc15	-2.47	NA	NA	NA	1.29	4.49e-5	NA	NA	NA	0.9992	-1	NA	NA	NA	0
Ptgr1	-2.37	-3.88	-4.94	NA	-1.05	4.65e-5	0.3444	0.0142	NA	0.9466	-1	0	-1	NA	0
Cysltr2	1.84	NA	NA	1.63	-1.01	4.92e-5	NA	NA	NA	0.9407	0	NA	NA	0	0
Cbln4	2.09	NA	NA	7.65	-1.47	4.95e-5	NA	NA	NA	0.6651	1	NA	NA	1	0
Myot	2.22	NA	NA	NA	2.9	4.97e-5	NA	NA	NA	0.0131	1	NA	NA	NA	1
Ifi44	-2.62	NA	NA	-1.76	-1.73	5.03e-5	NA	NA	NA	0.2686	-1	NA	NA	-1	0
Adh6a	-1.92	NA	NA	-5.28	1	5.04e-5	NA	NA	NA	0.9916	0	NA	NA	-1	0
Gm20946	-2.04	NA	NA	NA	NA	5.04e-5	NA	NA	NA	NA	-1	NA	NA	NA	NA
Aldob	-2.72	-1.72	-1.85	-5.79	-1.2	5.09e-5	0.1931	0.0598	NA	0.8102	-1	0	0	-1	0
Sepp1	-2.26	NA	NA	-8.78	NA	5.17e-5	NA	NA	NA	NA	-1	NA	NA	-1	NA
Krt76	-2.73	NA	NA	NA	1.18	5.21e-5	NA	NA	NA	0.8571	-1	NA	NA	NA	0
Clec5a	-2.36	NA	NA	NA	1.07	5.24e-5	NA	NA	NA	0.9489	-1	NA	NA	NA	0
Gm15284	-2.14	-3.42	-2.09	NA	NA	5.24e-5	0.0516	0.1083	NA	NA	-1	0	0	NA	NA
Defa6	-2.14	-3.42	-2.09	NA	NA	5.24e-5	0.0516	0.1083	NA	NA	-1	0	0	NA	NA
Defa11	-2.14	NA	NA	NA	NA	5.24e-5	NA	NA	NA	NA	-1	NA	NA	NA	NA
Kcnj3	1.97	1.31	1.21	3.7	-1.06	5.24e-5	0.2658	0.5419	NA	0.9967	0	0	0	1	0
Dcpp1	-2.11	-1.26	-1.19	NA	-7.04	5.24e-5	0.4222	0.6589	NA	0.0199	-1	0	0	NA	-1
Dcpp2	-2.11	-1.26	-1.19	NA	-7.04	5.24e-5	0.4222	0.6589	NA	0.0199	-1	0	0	NA	-1
T	-2.26	-1.98	-2.26	-4.36	NA	5.26e-5	0.0307	0.0462	NA	NA	-1	0	-1	-1	NA
Cxcl9	-1.85	-1.36	-1.96	-1.27	-1.25	5.36e-5	0.2709	0.0568	NA	0.9558	0	0	0	0	0
Bpifa5	-2.05	NA	NA	NA	-6.41	5.36e-5	NA	NA	NA	8e-4	-1	NA	NA	NA	-1
Abca13	-2.54	NA	NA	NA	-1.51	5.36e-5	NA	NA	NA	0.2487	-1	NA	NA	NA	0
H2-M1	-2.42	-1.04	-1.04	NA	-1.71	5.36e-5	0.8877	0.9302	NA	0.9218	-1	0	0	NA	0
Gm5861	-2.84	NA	NA	NA	-12.86	5.4e-5	NA	NA	NA	4e-4	-1	NA	NA	NA	-1
Krt9	-2.21	NA	NA	NA	-1.29	5.53e-5	NA	NA	NA	0.8729	-1	NA	NA	NA	0
Tnn	-2.24	NA	NA	1.05	-1.34	5.65e-5	NA	NA	NA	0.834	-1	NA	NA	0	0
Gm12616	-2.22	NA	NA	NA	NA	5.7e-5	NA	NA	NA	NA	-1	NA	NA	NA	NA
Rnd3	-2.12	NA	NA	NA	-1.03	5.8e-5	NA	NA	NA	0.9922	-1	NA	NA	NA	0
Lrig1	1.79	1.09	1.07	2.43	-1.17	5.93e-5	0.7618	0.8437	NA	0.9627	0	0	0	1	0
Ugt2b34	-2.07	-1.78	-2.28	NA	1.35	6.01e-5	0.0844	0.0454	NA	0.8568	-1	0	-1	NA	0
Antxr2	2.26	3.93	1.91	2.63	-1.84	6.04e-5	0.031	0.194	NA	0.4094	1	1	0	1	0
Gm12627	-2.23	NA	NA	NA	NA	6.08e-5	NA	NA	NA	NA	-1	NA	NA	NA	NA
Calcrl	2.22	1.04	1.07	1.27	1.08	6.08e-5	0.8567	0.8412	NA	0.9922	1	0	0	0	0
Stfa3	-2.44	NA	NA	-3.04	-1.08	6.21e-5	NA	NA	NA	0.9832	-1	NA	NA	0	0
Tmigd3	2.11	NA	NA	NA	NA	6.24e-5	NA	NA	NA	NA	1	NA	NA	NA	NA
Adora3	2.11	NA	NA	1.1	1.02	6.24e-5	NA	NA	NA	0.9591	1	NA	NA	0	0
Fcer1g	2.32	1.2	-1.26	1.95	-2.74	6.41e-5	0.618	0.4478	NA	0.1551	1	0	0	0	0
Mmp13	-2.87	-1.52	-2.16	-3.03	1.29	6.49e-5	0.2015	0.0373	NA	0.9705	-1	0	-1	0	0
Gm12613	-2.08	NA	NA	NA	NA	6.49e-5	NA	NA	NA	NA	-1	NA	NA	NA	NA
Gm12614	-2.08	NA	NA	NA	NA	6.49e-5	NA	NA	NA	NA	-1	NA	NA	NA	NA
Gm12624	-2.08	NA	NA	NA	NA	6.49e-5	NA	NA	NA	NA	-1	NA	NA	NA	NA
Gm12621	-2.08	NA	NA	NA	NA	6.49e-5	NA	NA	NA	NA	-1	NA	NA	NA	NA
Stil	-1.74	-1.16	1.08	NA	1.2	6.51e-5	0.5356	0.832	NA	0.733	0	0	0	NA	0
Hamp	2.44	1.66	1.63	-1.12	-1.62	6.71e-5	0.1139	0.1662	NA	0.8399	1	0	0	0	0
Vsig1	2.4	NA	NA	NA	1.74	6.73e-5	NA	NA	NA	0.9212	1	NA	NA	NA	0
Gabrp	-2	NA	NA	-2.51	-5.67	6.73e-5	NA	NA	NA	0.3512	0	NA	NA	-1	0
Hmgcs2	-2.97	1.1	1.02	-1.77	-1.13	6.73e-5	0.9994	0.9782	NA	0.8597	-1	0	0	0	0
Perp	-1.94	-2.37	-3.16	-2.19	1.1	6.73e-5	0.7099	0.0728	NA	0.9643	0	0	0	-1	0
Dmbt1	-1.89	-1.64	-2.12	-10.52	2.27	6.89e-5	0.1317	0.0506	NA	0.7151	0	0	0	-1	0
Ptchd4	1.87	NA	NA	NA	1.12	7.08e-5	NA	NA	NA	0.9514	0	NA	NA	NA	0
Rarres1	-2.18	NA	NA	-4.47	-2.7	7.16e-5	NA	NA	NA	0.1589	-1	NA	NA	-1	0
Apob	-2.12	-1.05	-1.17	-3.97	2.14	7.16e-5	0.7857	0.8095	NA	0.4527	-1	0	0	-1	0
Igfbp5	-2.25	-3.37	-3.19	-4.85	-1.53	7.17e-5	0.0615	0.0602	NA	0.6132	-1	0	0	-1	0
Slc41a3	1.87	NA	NA	1.1	-1.08	7.25e-5	NA	NA	NA	0.96	0	NA	NA	0	0
Gip	-2.48	-2.14	-1.78	-16.13	-15.22	7.25e-5	0.0883	0.3586	NA	2e-4	-1	0	0	-1	-1
Cmpk2	-2.05	-1.26	-1.56	NA	-1.73	7.28e-5	0.2226	0.3396	NA	0.2963	-1	0	0	NA	0
Cd86	1.93	1.4	1.34	-1.3	1.79	7.35e-5	0.1467	0.302	NA	0.8898	0	0	0	0	0
4933402N22Rik	-4.21	NA	NA	NA	-12.86	7.44e-5	NA	NA	NA	4e-4	-1	NA	NA	NA	-1
Synj2	1.78	2.42	1.76	2.53	1.11	7.44e-5	0.235	0.0724	NA	0.9913	0	0	0	1	0
Cds2	1.9	2.74	1.63	2.86	1.12	7.44e-5	0.1364	0.1222	NA	0.975	0	0	0	1	0
Prokr2	2.68	NA	NA	NA	-1.01	7.68e-5	NA	NA	NA	0.8328	1	NA	NA	NA	0
Gstm7	-1.88	NA	NA	-1.09	-1.16	7.76e-5	NA	NA	NA	0.9655	0	NA	NA	0	0
Gm6460	-2.91	NA	NA	NA	-12.86	7.82e-5	NA	NA	NA	4e-4	-1	NA	NA	NA	-1
Ncf1	1.85	1.23	1.59	2.41	-1.45	7.93e-5	0.2927	0.5415	NA	0.526	0	0	0	1	0
Car3	-3.06	-1.66	-2.62	-27.36	NA	7.97e-5	0.0686	0.0557	NA	NA	-1	0	0	-1	NA
Lrit2	2.44	NA	NA	NA	1.09	8.04e-5	NA	NA	NA	0.9816	1	NA	NA	NA	0
Ear1	-5.39	-1.48	-4.81	-18.7	-3.77	8.08e-5	0.3732	0.0853	NA	0.0036	-1	0	0	-1	-1
H19	-3.8	-4.84	-3.99	-9.6	NA	8.14e-5	0.0145	0.0222	NA	NA	-1	-1	-1	-1	NA
Nox1	-2.29	NA	NA	NA	1.2	8.34e-5	NA	NA	NA	0.8694	-1	NA	NA	NA	0
Lipf	-3.16	NA	NA	-1.68	-2.12	8.34e-5	NA	NA	NA	0.3696	-1	NA	NA	0	0
Adgb	2.06	NA	NA	NA	1.46	8.35e-5	NA	NA	NA	0.8522	1	NA	NA	NA	0
Gm12625	-2.18	NA	NA	NA	NA	8.45e-5	NA	NA	NA	NA	-1	NA	NA	NA	NA
Gm9994	2.28	NA	NA	NA	NA	8.56e-5	NA	NA	NA	NA	1	NA	NA	NA	NA
Pkia	1.74	2.79	2.51	2.38	1.53	8.56e-5	0.0189	0.1441	NA	0.7587	0	1	0	1	0
Serpinb9b	-2.39	NA	NA	-1.42	1.31	8.63e-5	NA	NA	NA	0.9611	-1	NA	NA	0	0
Krt4	-2.14	-2.48	-1.88	NA	-2.13	8.63e-5	0.0302	0.1162	NA	0.547	-1	-1	0	NA	0
Cyp2a4	-1.87	-1.68	-2.13	NA	1.11	8.64e-5	0.3919	0.1145	NA	0.975	0	0	0	NA	0
Pfkm	1.91	1.84	1.6	2.22	1.18	8.64e-5	0.0226	0.3851	NA	0.9563	0	0	0	0	0
Bpifa2	-1.73	-1.79	-2.83	NA	1.37	8.64e-5	0.0545	0.029	NA	0.7197	0	0	-1	NA	0
Dhdh	1.78	NA	NA	3.42	-1.37	8.68e-5	NA	NA	NA	0.9409	0	NA	NA	0	0
Mir17hg	-1.71	NA	NA	NA	NA	8.7e-5	NA	NA	NA	NA	0	NA	NA	NA	NA
Mir92-1	-1.71	NA	NA	NA	NA	8.7e-5	NA	NA	NA	NA	0	NA	NA	NA	NA
Crisp3	-2.34	-1.3	-1.22	-6.07	NA	8.75e-5	0.2677	0.4924	NA	NA	-1	0	0	-1	NA
Gm12622	-1.93	NA	NA	NA	NA	8.75e-5	NA	NA	NA	NA	0	NA	NA	NA	NA
Slc12a2	-1.76	-2.32	-1.47	-2.26	1.56	8.75e-5	0.0987	0.4664	NA	0.8014	0	0	0	-1	0
Gm6348	-1.97	NA	NA	NA	NA	8.79e-5	NA	NA	NA	NA	0	NA	NA	NA	NA
Slc25a13	1.73	NA	NA	2.89	-1.12	8.83e-5	NA	NA	NA	0.9657	0	NA	NA	0	0
Cth	-2.11	NA	NA	-4.69	1.16	8.83e-5	NA	NA	NA	0.985	-1	NA	NA	0	0
Reln	1.81	1.99	1.55	3.28	2.07	8.92e-5	0.1473	0.4274	NA	0.4052	0	0	0	1	0
5031414D18Rik	2.2	NA	NA	NA	NA	8.95e-5	NA	NA	NA	NA	1	NA	NA	NA	NA
Ttll9	1.96	NA	NA	NA	-1.15	8.95e-5	NA	NA	NA	0.9212	0	NA	NA	NA	0
Lrit1	2.28	NA	NA	NA	1.1	9.04e-5	NA	NA	NA	0.8929	1	NA	NA	NA	0
Gm10424	-2.24	NA	NA	NA	NA	9.23e-5	NA	NA	NA	NA	-1	NA	NA	NA	NA
A430089I19Rik	-2.24	NA	NA	-12.04	NA	9.23e-5	NA	NA	NA	NA	-1	NA	NA	-1	NA
6330409D20Rik	1.96	NA	NA	1.81	NA	9.23e-5	NA	NA	NA	NA	0	NA	NA	0	NA
Skint2	1.74	NA	NA	NA	-1.55	9.34e-5	NA	NA	NA	0.8319	0	NA	NA	NA	0
Npy	-2.44	-1.82	-1.7	-1.63	-4.86	9.62e-5	0.2093	0.1347	NA	0.0723	-1	0	0	0	0
Gm7647	-2.19	NA	NA	NA	NA	9.63e-5	NA	NA	NA	NA	-1	NA	NA	NA	NA
Serpinb11	-3.28	NA	NA	-7.35	-1.94	9.74e-5	NA	NA	NA	0.6612	-1	NA	NA	-1	0
Adtrp	2.03	NA	NA	NA	2.43	9.8e-5	NA	NA	NA	0.148	1	NA	NA	NA	0
Olah	-1.95	NA	NA	NA	-1.04	9.82e-5	NA	NA	NA	0.9832	0	NA	NA	NA	0
Gm42368	-2.43	NA	NA	NA	NA	9.82e-5	NA	NA	NA	NA	-1	NA	NA	NA	NA
Gsto1	-1.97	-1.7	-1.8	-6.29	-1.85	9.83e-5	0.4641	0.1312	NA	0.8235	0	0	0	-1	0
Gm7978	-2.23	NA	NA	NA	NA	9.89e-5	NA	NA	NA	NA	-1	NA	NA	NA	NA
BC061212	-2.23	NA	NA	NA	NA	9.89e-5	NA	NA	NA	NA	-1	NA	NA	NA	NA
Csrnp3	1.74	NA	NA	NA	-1.12	9.97e-5	NA	NA	NA	0.9297	0	NA	NA	NA	0
Apod	-2.12	-1.14	-1.69	-3.34	-3.14	1e-4	0.6258	0.088	NA	0.0209	-1	0	0	-1	-1
Gal3st2	2.28	NA	NA	NA	NA	1e-4	NA	NA	NA	NA	1	NA	NA	NA	NA
Slc9a9	-1.81	NA	NA	-1.59	1.1	1e-4	NA	NA	NA	0.9267	0	NA	NA	0	0
Tnfsf4	-2.21	1.03	-1.12	-1.19	3.23	1e-4	0.9429	0.7454	NA	0.1441	-1	0	0	0	0
Cnst	1.72	NA	NA	NA	2.22	1e-4	NA	NA	NA	0.0756	0	NA	NA	NA	0
Gm8897	-2.42	NA	NA	NA	-12.86	1e-4	NA	NA	NA	4e-4	-1	NA	NA	NA	-1
Mir142	1.72	1.21	1.51	NA	NA	1e-4	0.5757	0.1902	NA	NA	0	0	0	NA	NA
St6galnac3	2.71	-1.1	-1.04	NA	1.01	1e-4	0.7086	0.9372	NA	0.9922	1	0	0	NA	0
Crip3	1.81	NA	NA	1.84	-1.06	1e-4	NA	NA	NA	0.9407	0	NA	NA	0	0
Gal	-3.75	-1.73	-1.98	-4.01	-6	1e-4	0.0623	0.0827	NA	3e-4	-1	0	0	0	-1
Odam	-2	NA	NA	NA	-1.31	1e-4	NA	NA	NA	0.7075	0	NA	NA	NA	0
Oma1	1.81	NA	NA	1.8	1.41	1e-4	NA	NA	NA	0.5503	0	NA	NA	1	0
Krt73	-2.82	NA	NA	NA	-1.26	1e-4	NA	NA	NA	0.8811	-1	NA	NA	NA	0
Epyc	2.36	1.61	2.16	NA	-1.18	1e-4	0.1721	0.1393	NA	0.7447	1	0	0	NA	0
Mcpt1	-4.05	-1.17	-1.26	-2.12	-17	1e-4	0.3241	0.562	NA	7e-4	-1	0	0	0	-1
Sult1c1	-1.91	-1.02	-1.2	-1.27	2.51	1e-4	0.9483	0.5537	NA	0.381	0	0	0	0	0
Ccdc67	-2.32	NA	NA	NA	NA	1e-4	NA	NA	NA	NA	-1	NA	NA	NA	NA
Cga	-1.91	-1.72	-1.43	-4.19	8.43	1e-4	0.0937	0.1956	NA	4e-4	0	0	0	0	1
Sftpd	-2.32	-1.21	-1.07	-7.19	-1.49	1e-4	0.5696	0.9281	NA	0.7303	-1	0	0	-1	0
Pah	-2.24	-1.28	-3.14	-4.41	-2.71	1e-4	0.5139	0.0732	NA	0.8258	-1	0	0	-1	0
Gm12248	-3.54	NA	NA	NA	-1.04	1e-4	NA	NA	NA	0.8469	-1	NA	NA	NA	0
Ggh	1.67	2.07	1.54	1.22	-2.04	1e-4	0.0593	0.1969	NA	0.7109	0	0	0	0	0
Tmem19	1.78	NA	NA	2.2	1.27	1e-4	NA	NA	NA	0.8236	0	NA	NA	1	0
Krt16	-2.39	-1.75	-2.45	NA	1.69	1e-4	0.8385	0.0917	NA	0.5909	-1	0	0	NA	0
Psd3	1.98	NA	NA	NA	-1.01	1e-4	NA	NA	NA	0.9895	0	NA	NA	NA	0
Tgfbi	-1.96	-1.8	-1.61	-6.12	-1.01	1e-4	0.7689	0.1418	NA	0.966	0	0	0	-1	0
Angptl7	-2.53	NA	NA	NA	NA	1e-4	NA	NA	NA	NA	-1	NA	NA	NA	NA
Oas1f	-2.25	NA	NA	-1.52	-1.01	1e-4	NA	NA	NA	0.966	-1	NA	NA	0	0
Mia2	1.74	NA	NA	1.08	-1.17	1e-4	NA	NA	NA	0.9922	0	NA	NA	0	0
Cdh9	2.35	1.47	2.01	1.5	1	1e-4	0.2534	0.1772	NA	0.9922	1	0	0	0	0
Krt23	-2.74	NA	NA	NA	2.07	1e-4	NA	NA	NA	0.8505	-1	NA	NA	NA	0
Apoe	-1.94	1.02	-1.81	-6.01	1.46	1e-4	0.9368	0.0945	NA	0.6275	0	0	0	0	0
Cyp3a41a	-5.07	NA	NA	NA	1.28	1e-4	NA	NA	NA	0.7382	-1	NA	NA	NA	0
Cyp3a41b	-5.07	NA	NA	NA	1.28	1e-4	NA	NA	NA	0.7382	-1	NA	NA	NA	0
Rtp4	-2.33	NA	NA	NA	-2.95	1e-4	NA	NA	NA	0.0377	-1	NA	NA	NA	-1
Glns-ps1	-1.84	-1.19	-1.27	NA	NA	1e-4	0.472	0.4988	NA	NA	0	0	0	NA	NA
Tmem45a	-2.68	-1.32	-3.27	NA	-1.54	1e-4	0.9111	0.0441	NA	0.8136	-1	0	-1	NA	0
Igfl3	-2.25	NA	NA	NA	NA	1e-4	NA	NA	NA	NA	-1	NA	NA	NA	NA
Ms4a6d	-3.26	NA	NA	-2.35	-7.78	1e-4	NA	NA	NA	0.0144	-1	NA	NA	-1	-1
Sorcs1	-1.62	NA	NA	-1.04	5.23	1e-4	NA	NA	NA	0.0493	0	NA	NA	0	1
Nid1	-2.64	-1.24	-1.48	-19.78	1.03	1e-4	0.2526	0.207	NA	0.9999	-1	0	0	-1	0
Slc5a8	1.85	NA	NA	1.51	-1.09	1e-4	NA	NA	NA	0.9841	0	NA	NA	0	0
Ppbp	-2.8	NA	NA	NA	1.03	1e-4	NA	NA	NA	0.993	-1	NA	NA	NA	0
Cel	-1.84	-1.2	-1.58	-1.84	-1.03	1e-4	0.5328	0.1724	NA	0.9967	0	0	0	0	0
Gm8300	-2.08	-1.31	-1.21	NA	NA	1e-4	0.1754	0.6186	NA	NA	-1	0	0	NA	NA
